场景,企业ID,企业名称,管理类别,风险等级,预测风险等级,是否发生事故,安全生产标准化建设情况,企业职工总人数,专职安全生产管理人员数,兼职安全生产管理人员数,上一年经营收入,固定资产,是否发现问题隐患 0-否 1-是,具体风险描述,管控措施,安全等级,企业规模,行业监管大类,国民经济大类,报告时间,数据来源,是否规上企业,是否投保,是否履行三同时手续,厂中厂,有风险项,爆炸性粉尘企业,氨制冷企业,有限空间企业,重大危险源,金属冶炼企业,燃气企业,有限空间作业企业,危化品企业,风险重点企业,关键风险企业,数据有效标识,危化品企业标识,危险化学品使用,有限空间关键企业,最近风险报告ID,安全管理人员数量,部门安全管理人员数量,专职安全管理人持证员数,兼职安全管理人持证员数,特种作业持证人数,投保金额,工伤保险支出（万元）,投保人数,上一年人员流动率,总风险数,A级风险数,B级风险数,C级风险数,D级风险数,曾发事故的风险数,检查总次数,检查发现问题次数,隐患总数,一般隐患数,重大隐患数,未整改隐患数,文书总数,立案文书数,检查文书数,处罚金额,干式除尘系统数量,除尘作业次数,转炉数量,电炉数量,生产状态,经营状态,国民经济门类,国民经济中类,国民经济小类,经度,纬度,危化品储罐数量,重大危险源数量,消防设施完好率,气体检测仪在线率,高炉容积_m3,煤气柜容量_万m3,铁水包在线数量,炉壳温度测点完好率,煤气报警器覆盖率,抛光工位数量,湿式除尘器数量,粉尘清扫制度执行率,防爆电气覆盖率,静电接地完好率,高炉数量
chemical,CHEM-2-009,瑞祥精细化工（模拟-黄）,1029,2,黄,0,3,488,2,1,8457,8567,1,2号储罐区气体检测仪偶发低报，已安排校验，通风系统运行正常,48小时内完成检测仪校验并复核通风联锁,B级,中型,危险化学品,化学原料和化学制品制造业,2026-04-11,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,RPT-583863,3,1,2,1,37,1841.77,20.78,348,0.115,2,0,0,0,2,0,34,4,5,5,0,0,5,0,5,0.0,0,0,0,0,正常生产,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,120.791862,31.705412,7,2,0.91,0.81,,,,,,,,,,,
chemical,CHEM-2-010,远东精细化工（模拟-黄）,1030,2,黄,0,3,604,6,3,12991,158123,1,2号储罐区气体检测仪偶发低报，已安排校验，通风系统运行正常,48小时内完成检测仪校验并复核通风联锁,B级,中型,危险化学品,化学原料和化学制品制造业,2026-05-08,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,RPT-396578,9,3,6,3,38,2357.93,50.59,557,0.093,3,0,0,0,2,0,30,3,3,3,0,0,3,0,3,0.0,0,0,0,0,正常生产,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.365261,31.446547,8,2,0.85,0.87,,,,,,,,,,,
dust,DUST-2-001,联创铝镁粉尘制品厂（模拟-黄）,3021,2,黄,0,3,769,6,3,39650,140082,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-04-21,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-573489,9,3,6,3,56,1205.57,67.92,644,0.072,1,0,0,0,1,0,23,8,11,11,0,0,5,0,5,0.0,2,32,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,120.812548,31.312524,,,,,,,,,,6,3,0.87,0.85,0.8,
dust,DUST-2-002,宏粉尘铝镁粉尘制品厂（模拟-黄）,3022,2,黄,0,2,133,1,0,6609,114213,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-09,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-401601,1,1,1,0,7,1036.48,50.45,95,0.057,2,0,0,0,1,0,17,6,7,7,0,0,1,0,1,0.0,2,81,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,120.724245,31.108218,,,,,,,,,,10,3,0.74,0.79,0.77,
dust,DUST-2-003,顺达铝镁粉尘制品厂（模拟-黄）,3023,2,黄,0,2,479,2,1,40411,173446,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-04-12,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-693830,3,1,2,1,28,269.27,61.87,330,0.118,3,0,0,0,2,0,22,1,2,2,0,0,3,0,3,0.0,0,115,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.030483,31.376194,,,,,,,,,,9,3,0.75,0.79,0.78,
dust,DUST-2-004,新铝铝镁粉尘制品厂（模拟-黄）,3024,2,黄,0,2,621,3,1,3947,41784,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-21,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-386436,4,1,3,1,20,1473.58,34.16,462,0.049,3,0,0,0,2,0,19,1,1,1,0,0,4,0,4,0.0,2,106,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.093134,31.526934,,,,,,,,,,6,1,0.76,0.89,0.75,
dust,DUST-2-005,泰和铝镁粉尘制品厂（模拟-黄）,3025,2,黄,0,2,249,2,1,9493,67982,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-25,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-837852,3,1,2,1,8,1599.73,56.76,154,0.068,2,0,0,0,1,0,23,6,6,6,0,0,4,0,4,0.0,1,114,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,120.542302,31.018742,,,,,,,,,,3,3,0.81,0.83,0.83,
dust,DUST-2-006,瑞丰铝镁粉尘制品厂（模拟-黄）,3026,2,黄,0,2,467,3,1,27044,6467,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-04-21,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-717476,4,1,3,1,20,293.92,70.94,414,0.1,2,0,0,0,2,0,24,3,6,6,0,0,4,0,4,0.0,0,62,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.279118,31.076379,,,,,,,,,,3,5,0.8,0.88,0.78,
dust,DUST-2-007,广益铝镁粉尘制品厂（模拟-黄）,3027,2,黄,0,2,784,4,2,15984,27949,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-22,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-891093,6,2,4,2,42,1656.15,57.68,486,0.111,1,0,0,0,1,0,18,5,6,6,0,0,1,0,1,0.0,2,101,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.486532,31.323208,,,,,,,,,,7,2,0.79,0.81,0.82,
dust,DUST-2-008,鑫源抛光车间（模拟-黄）,3028,2,黄,0,2,321,2,1,23564,133995,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-10,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-775981,3,1,2,1,23,2406.4,53.05,223,0.081,2,0,0,0,2,0,16,5,8,8,0,0,1,0,1,0.0,1,94,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.054316,31.791818,,,,,,,,,,2,4,0.87,0.83,0.76,
dust,DUST-2-009,联创抛光车间（模拟-黄）,3029,2,黄,0,2,659,4,2,4554,119101,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-24,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-648141,6,2,4,2,37,1069.8,74.26,548,0.071,1,0,0,0,1,0,17,6,6,6,0,0,2,0,2,0.0,1,106,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.097886,31.789227,,,,,,,,,,7,1,0.77,0.83,0.79,
dust,DUST-2-010,宏粉尘抛光车间（模拟-黄）,3030,2,黄,0,2,298,1,0,22347,22365,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-04-17,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-686072,1,1,1,0,12,2233.32,66.92,234,0.094,3,0,0,0,2,0,32,3,5,5,0,0,2,0,2,0.0,2,107,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.412448,31.093453,,,,,,,,,,8,5,0.78,0.8,0.76,
metallurgy,META-2-001,宝钢钢铁炼铁厂（模拟-黄）,2021,2,黄,0,3,426,3,1,12863,183845,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-20,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-795928,4,1,3,1,28,1853.49,20.65,361,0.117,2,0,0,0,2,0,21,7,8,8,0,0,3,0,3,0.0,0,0,0,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.626246,31.965354,,,,,2000,8,9,0.78,0.88,,,,,,1
metallurgy,META-2-002,龙腾钢铁炼铁厂（模拟-黄）,2022,2,黄,0,2,187,1,0,5403,124074,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-28,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-853629,1,1,1,0,13,1407.22,47.87,131,0.089,2,0,0,0,1,0,22,6,9,9,0,0,5,0,5,0.0,0,0,2,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.73477,31.6844,,,,,2000,12,3,0.81,0.81,,,,,,1
metallurgy,META-2-003,华冶钢铁炼铁厂（模拟-黄）,2023,2,黄,0,2,142,1,0,45982,79503,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-15,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-656968,1,1,1,0,6,1934.5,22.6,99,0.054,2,0,0,0,1,0,14,1,3,3,0,0,3,0,3,0.0,0,0,1,1,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.109492,31.382544,,,,,1200,20,11,0.78,0.84,,,,,,1
metallurgy,META-2-004,鑫钢钢铁炼铁厂（模拟-黄）,2024,2,黄,0,2,301,1,0,30990,76400,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-16,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-579027,1,1,1,0,21,621.87,36.93,201,0.079,3,0,0,0,2,0,35,3,3,3,0,0,5,0,5,0.0,0,0,1,0,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.737206,31.571923,,,,,2000,14,2,0.87,0.86,,,,,,1
metallurgy,META-2-005,中联钢铁炼铁厂（模拟-黄）,2025,2,黄,0,2,619,3,1,40241,196342,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-28,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-201883,4,1,3,1,45,1838.05,31.63,494,0.075,2,0,0,0,2,0,29,5,6,6,0,0,2,0,2,0.0,0,0,0,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.079574,31.73236,,,,,800,14,7,0.84,0.82,,,,,,1
metallurgy,META-2-006,北方钢铁炼铁厂（模拟-黄）,2026,2,黄,0,3,414,2,1,11283,68363,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-20,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-986827,3,1,2,1,28,1074.91,65.35,251,0.041,2,0,0,0,1,0,29,5,7,7,0,0,1,0,1,0.0,0,0,0,1,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.036572,31.454786,,,,,2000,17,12,0.86,0.81,,,,,,1
metallurgy,META-2-007,扬子钢铁炼铁厂（模拟-黄）,2027,2,黄,0,3,65,1,0,40482,59030,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-17,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-616554,1,1,1,0,1,718.66,47.63,39,0.071,3,0,0,0,2,0,34,2,5,5,0,0,1,0,1,0.0,0,0,2,1,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.871012,31.949381,,,,,3200,9,8,0.83,0.87,,,,,,1
metallurgy,META-2-008,金泰轧钢厂（模拟-黄）,2028,2,黄,0,3,326,3,1,14738,117230,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-09,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-517479,4,1,3,1,11,2713.52,76.43,296,0.106,2,0,0,0,1,0,28,4,6,6,0,0,5,0,5,0.0,0,0,2,0,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.591673,31.212106,,,,,800,6,7,0.79,0.82,,,,,,1
metallurgy,META-2-009,宝钢轧钢厂（模拟-黄）,2029,2,黄,0,2,110,1,0,38929,57610,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-13,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-215266,1,1,1,0,6,150.12,11.04,103,0.103,2,0,0,0,1,0,21,6,7,7,0,0,2,0,2,0.0,0,0,0,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.737932,31.323771,,,,,1200,13,2,0.78,0.84,,,,,,1
metallurgy,META-2-010,龙腾轧钢厂（模拟-黄）,2030,2,黄,0,3,105,1,0,24226,135542,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-09,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-602248,1,1,1,0,7,1239.46,17.56,70,0.097,1,0,0,0,1,0,32,2,5,5,0,0,5,0,5,0.0,0,0,2,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.943562,31.899267,,,,,2000,9,3,0.78,0.86,,,,,,1
chemical,CHEM-3-001,瑞祥危化品储运（模拟-橙）,1031,3,橙,1,2,139,1,0,1872,60386,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-04-21,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,RPT-565776,1,1,1,0,7,376.2,64.87,116,0.127,2,0,0,1,1,0,18,3,3,3,1,0,4,0,4,7.62,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,120.739168,31.965597,17,2,0.74,0.78,,,,,,,,,,,
chemical,CHEM-3-002,远东危化品储运（模拟-橙）,1032,3,橙,1,2,255,1,0,4419,139270,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-05-10,演示CSV,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,RPT-571145,1,1,1,0,18,73.67,40.62,227,0.241,3,0,0,2,0,1,27,3,4,4,2,1,10,0,10,14.43,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,120.722038,31.451128,13,2,0.74,0.71,,,,,,,,,,,
chemical,CHEM-3-003,盛泰危化品储运（模拟-橙）,1033,3,橙,0,1,221,2,1,3371,59861,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-05-22,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,RPT-119927,3,1,2,1,7,417.48,48.42,188,0.206,1,0,0,1,0,0,14,6,6,6,2,2,4,2,2,19.11,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.027772,31.111187,11,2,0.73,0.67,,,,,,,,,,,
chemical,CHEM-3-004,恒源危化品储运（模拟-橙）,1034,3,橙,1,2,244,1,0,814,30060,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-04-24,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,RPT-651613,1,1,1,0,12,393.21,45.53,199,0.093,3,0,0,2,1,1,29,1,2,2,2,1,4,1,3,9.09,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.373331,31.043534,14,3,0.73,0.67,,,,,,,,,,,
chemical,CHEM-3-005,新能危化品储运（模拟-橙）,1035,3,橙,0,1,64,1,0,6620,153542,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-05-09,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,RPT-929538,1,1,1,0,2,20.95,75.34,36,0.172,3,0,0,2,0,1,24,3,3,3,1,2,4,0,4,13.14,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.489123,31.543031,10,2,0.78,0.69,,,,,,,,,,,
chemical,CHEM-3-006,华安危化品储运（模拟-橙）,1036,3,橙,1,2,212,1,0,2538,33630,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-05-10,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,RPT-671971,1,1,1,0,7,51.3,32.95,184,0.137,3,0,0,2,1,0,25,7,10,10,2,3,6,2,4,13.46,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,120.945916,31.717663,7,4,0.74,0.72,,,,,,,,,,,
chemical,CHEM-3-007,金源危化品储运（模拟-橙）,1037,3,橙,1,2,210,1,0,5538,16036,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-04-27,演示CSV,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,RPT-488984,1,1,1,0,8,381.54,50.17,145,0.175,2,0,0,1,0,0,16,7,9,9,2,1,7,2,5,6.14,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,120.898034,31.649561,9,2,0.7,0.69,,,,,,,,,,,
chemical,CHEM-3-008,宏达精细化工（模拟-橙）,1038,3,橙,1,1,295,2,1,2444,69233,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-05-19,演示CSV,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,RPT-414527,3,1,2,1,20,355.9,74.91,279,0.192,1,0,0,1,0,1,28,4,6,6,2,3,9,2,7,12.68,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.293696,31.508756,5,2,0.78,0.7,,,,,,,,,,,
chemical,CHEM-3-009,瑞祥精细化工（模拟-橙）,1039,3,橙,0,2,282,3,1,4128,145610,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-05-12,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,RPT-905077,4,1,3,1,21,216.31,73.75,205,0.099,4,0,0,2,1,1,18,2,2,2,1,1,3,1,2,6.25,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,120.624161,31.153015,7,2,0.73,0.75,,,,,,,,,,,
chemical,CHEM-3-010,远东精细化工（模拟-橙）,1040,3,橙,0,2,207,1,0,7229,21672,1,储罐区可燃气体浓度间歇性升高至报警值附近，需加强通风与在线监测,加强储罐区巡检频次，备妥应急切断与通风备用设备,C级,中型,危险化学品,化学原料和化学制品制造业,2026-04-08,演示CSV,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,RPT-782759,1,1,1,0,6,286.07,53.27,183,0.095,1,0,0,1,0,0,22,4,6,6,0,1,7,2,5,15.62,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.388997,31.545577,11,3,0.72,0.76,,,,,,,,,,,
dust,DUST-3-001,联创铝镁粉尘制品厂（模拟-橙）,3031,3,橙,0,1,364,1,0,4701,104037,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-05-14,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,RPT-133782,1,1,1,0,24,209.62,63.62,250,0.231,4,0,0,2,1,0,30,3,4,4,0,0,9,0,9,19.0,0,50,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,120.706082,31.100897,,,,,,,,,,5,4,0.71,0.74,0.64,
dust,DUST-3-002,宏粉尘铝镁粉尘制品厂（模拟-橙）,3032,3,橙,0,1,52,1,0,6479,15796,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-05-09,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,RPT-756401,1,1,1,0,3,277.93,13.28,37,0.145,3,0,0,2,0,1,18,5,6,6,2,2,5,2,3,21.76,2,105,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,120.881155,31.524463,,,,,,,,,,17,4,0.64,0.69,0.73,
dust,DUST-3-003,顺达铝镁粉尘制品厂（模拟-橙）,3033,3,橙,1,2,272,2,1,7324,186487,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-05-10,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,RPT-154040,3,1,2,1,9,336.84,52.2,249,0.23,3,0,0,2,0,0,18,8,8,8,2,3,3,2,1,8.46,0,117,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.087584,31.671451,,,,,,,,,,10,4,0.65,0.77,0.67,
dust,DUST-3-004,新铝铝镁粉尘制品厂（模拟-橙）,3034,3,橙,1,1,37,1,0,6418,198743,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-05-22,演示CSV,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,RPT-898625,1,1,1,0,2,457.17,35.95,25,0.156,4,0,0,2,1,0,29,4,5,5,1,0,6,1,5,16.03,2,48,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.241252,31.01622,,,,,,,,,,21,5,0.71,0.7,0.65,
dust,DUST-3-005,泰和铝镁粉尘制品厂（模拟-橙）,3035,3,橙,0,1,198,1,0,4390,145347,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-04-24,演示CSV,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,RPT-957730,1,1,1,0,11,382.17,38.87,147,0.225,3,0,0,2,1,1,34,6,8,8,1,2,10,0,10,10.99,0,28,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.20717,31.009141,,,,,,,,,,20,4,0.67,0.73,0.72,
dust,DUST-3-006,瑞丰铝镁粉尘制品厂（模拟-橙）,3036,3,橙,0,2,345,1,0,428,2733,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-04-14,演示CSV,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,RPT-954814,1,1,1,0,14,397.47,15.53,262,0.243,3,0,0,2,0,1,31,7,7,7,0,1,3,0,3,20.47,1,92,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,120.743208,31.697236,,,,,,,,,,13,6,0.75,0.65,0.75,
dust,DUST-3-007,广益铝镁粉尘制品厂（模拟-橙）,3037,3,橙,0,2,362,2,1,3406,99872,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-04-15,演示CSV,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,RPT-384263,3,1,2,1,8,37.17,74.79,328,0.234,2,0,0,1,0,1,31,8,8,8,2,0,3,1,2,15.96,2,104,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,120.532902,31.928766,,,,,,,,,,14,1,0.77,0.72,0.73,
dust,DUST-3-008,鑫源抛光车间（模拟-橙）,3038,3,橙,0,1,394,2,1,2751,43585,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-04-18,演示CSV,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,RPT-911131,3,1,2,1,15,317.06,64.85,285,0.162,2,0,0,2,0,0,32,4,7,7,2,2,3,0,3,21.56,0,65,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.053038,31.375427,,,,,,,,,,9,6,0.71,0.69,0.73,
